year,name,harvested area [ha],yield [kg/ha]
2017,la pampa realico,7460,3000
2018,la pampa realico,28800,2000
2019,la pampa realico,19900,1600
2020,la pampa realico,17400,2000
2021,la pampa realico,25400,2800
1969,la pampa toay,26000,800
1970,la pampa toay,2500,600
1971,la pampa toay,6000,400
1972,la pampa toay,17000,941
1973,la pampa toay,11500,1048
1974,la pampa toay,15000,700
1975,la pampa toay,21000,900
1976,la pampa toay,30000,1300
1977,la pampa toay,10000,600
1978,la pampa toay,12000,1146
1979,la pampa toay,10000,1089
1980,la pampa toay,7510,719
1981,la pampa toay,10900,642
1982,la pampa toay,19300,1450
1983,la pampa toay,22500,1000
1984,la pampa toay,22500,1800
1985,la pampa toay,18525,1250
1986,la pampa toay,14800,1034
1987,la pampa toay,18000,1556
1988,la pampa toay,17000,1071
1989,la pampa toay,22800,1447
1990,la pampa toay,23000,1000
1991,la pampa toay,26000,1700
1992,la pampa toay,22600,1199
1993,la pampa toay,31300,1601
1994,la pampa toay,25800,1151
1995,la pampa toay,11000,600
1996,la pampa toay,27000,1452
1997,la pampa toay,24900,2068
1998,la pampa toay,24000,1417
1999,la pampa toay,21200,1948
2000,la pampa toay,25900,1988
2001,la pampa toay,26000,1950
2002,la pampa toay,22700,2000
2003,la pampa toay,18400,1100
2004,la pampa toay,31000,1600
2005,la pampa toay,7200,1000
2006,la pampa toay,6100,1000
2007,la pampa toay,14000,2200
2008,la pampa toay,14400,900
2009,la pampa toay,3860,1041
2010,la pampa toay,5200,1550
2011,la pampa toay,6000,2000
2012,la pampa toay,7390,2100
2013,la pampa toay,7000,1300
2014,la pampa toay,18700,2200
2015,la pampa toay,9700,1900
2016,la pampa toay,10780,1800
2017,la pampa toay,28770,1600
2018,la pampa toay,22600,1800
2019,la pampa toay,18000,800
2020,la pampa toay,31300,2000
2021,la pampa toay,8350,1950
1969,la pampa trenel,45000,930
1970,la pampa trenel,7700,688
1971,la pampa trenel,18150,760
1972,la pampa trenel,38000,1261
1973,la pampa trenel,29000,1550
1974,la pampa trenel,38000,1300
1975,la pampa trenel,47000,1426
1976,la pampa trenel,58500,1438
1977,la pampa trenel,23700,738
1978,la pampa trenel,28000,1250
1979,la pampa trenel,29000,1536
1980,la pampa trenel,9800,653
1981,la pampa trenel,22000,591
1982,la pampa trenel,43700,1700
1983,la pampa trenel,33250,1203
1984,la pampa trenel,35300,1900
1985,la pampa trenel,23161,1302
1986,la pampa trenel,24720,1602
1987,la pampa trenel,20000,1680
1988,la pampa trenel,18500,1459
1989,la pampa trenel,27900,1326
1990,la pampa trenel,24800,2202
1991,la pampa trenel,23000,2300
1992,la pampa trenel,20200,1198
1993,la pampa trenel,24700,1899
1994,la pampa trenel,11300,1398
1995,la pampa trenel,13200,1402
1996,la pampa trenel,15430,1000
1997,la pampa trenel,16700,2401
1998,la pampa trenel,14100,2128
1999,la pampa trenel,6300,2127
2000,la pampa trenel,5700,2300
2001,la pampa trenel,7600,1855
2002,la pampa trenel,7800,1949
2003,la pampa trenel,5750,1009
2004,la pampa trenel,11400,2300
2005,la pampa trenel,9100,1400
2006,la pampa trenel,5800,1414
2007,la pampa trenel,15400,3000
2008,la pampa trenel,11700,800
2009,la pampa trenel,4420,753
2010,la pampa trenel,4100,2272
2011,la pampa trenel,13600,2700
2012,la pampa trenel,13100,2900
2013,la pampa trenel,16700,1500
2014,la pampa trenel,24100,2600
2015,la pampa trenel,20600,2200
2016,la pampa trenel,20220,3500
2017,la pampa trenel,18660,2700
2018,la pampa trenel,19900,2200
2019,la pampa trenel,17700,1200
2020,la pampa trenel,20600,1800
2021,la pampa trenel,20600,2700
1969,la pampa utracan,29000,800
1970,la pampa utracan,3300,636
1971,la pampa utracan,12000,600
1972,la pampa utracan,24300,1049
1973,la pampa utracan,19000,1150
1974,la pampa utracan,17500,851
1975,la pampa utracan,25000,1040
1976,la pampa utracan,33500,1300
1977,la pampa utracan,18000,800
1978,la pampa utracan,26000,1300
1979,la pampa utracan,15000,1127
1980,la pampa utracan,11500,591
1981,la pampa utracan,18500,703
1982,la pampa utracan,29100,1450
1983,la pampa utracan,25200,1000
1984,la pampa utracan,24500,1800
1985,la pampa utracan,19950,1200
1986,la pampa utracan,16150,929
1987,la pampa utracan,20000,1620
1988,la pampa utracan,10000,1100
1989,la pampa utracan,16000,1500
1990,la pampa utracan,26000,800
1991,la pampa utracan,8000,1800
1992,la pampa utracan,5200,1212
1993,la pampa utracan,7700,1104
1994,la pampa utracan,14000,900
1995,la pampa utracan,9500,842
1996,la pampa utracan,12500,1104
1997,la pampa utracan,11950,2209
1998,la pampa utracan,9500,800
1999,la pampa utracan,8200,1646
2000,la pampa utracan,10800,1907
2001,la pampa utracan,12000,1800
2002,la pampa utracan,9800,1900
2003,la pampa utracan,6300,1000
2004,la pampa utracan,15000,1800
2005,la pampa utracan,7800,1000
2006,la pampa utracan,6000,900
2007,la pampa utracan,12000,2200
2008,la pampa utracan,13000,800
2009,la pampa utracan,6280,984
2010,la pampa utracan,7000,1859
2011,la pampa utracan,8000,2100
2012,la pampa utracan,7400,2100
2013,la pampa utracan,8000,1500
2014,la pampa utracan,6500,2100
2015,la pampa utracan,15850,1900
2016,la pampa utracan,16170,1900
2017,la pampa utracan,10590,1600
2018,la pampa utracan,10500,1800
2019,la pampa utracan,9000,900
2020,la pampa utracan,8700,2000
2021,la pampa utracan,1920,1950
1969,santa fe belgrano,21000,1133
1970,santa fe belgrano,27000,1889
1971,santa fe belgrano,34000,2000
1972,santa fe belgrano,42800,1729
1973,santa fe belgrano,38000,2389
1974,santa fe belgrano,42700,1874
1975,santa fe belgrano,47200,2405
1976,santa fe belgrano,62500,2241
1977,santa fe belgrano,58000,1800
1978,santa fe belgrano,57000,2200
1979,santa fe belgrano,63000,2198
1980,santa fe belgrano,75000,1800
1981,santa fe belgrano,85300,1794
1982,santa fe belgrano,89500,1600
1983,santa fe belgrano,75000,2500
1984,santa fe belgrano,57800,2600
1985,santa fe belgrano,56800,1849
1986,santa fe belgrano,50600,1909
1987,santa fe belgrano,60000,1950
1988,santa fe belgrano,66000,2197
1989,santa fe belgrano,55000,1651
1990,santa fe belgrano,61500,1950
1991,santa fe belgrano,40000,2500
1992,santa fe belgrano,40000,2800
1993,santa fe belgrano,48000,2100
1994,santa fe belgrano,48000,1950
1995,santa fe belgrano,48000,1600
1996,santa fe belgrano,97700,2370
1997,santa fe belgrano,64000,1500
1998,santa fe belgrano,71400,2311
1999,santa fe belgrano,84000,3107
2000,santa fe belgrano,83450,2205
2001,santa fe belgrano,88500,1800
2002,santa fe belgrano,60000,2100
2003,santa fe belgrano,52000,2900
2004,santa fe belgrano,48500,2900
2005,santa fe belgrano,45750,3500
2006,santa fe belgrano,49200,2900
2007,santa fe belgrano,49200,3700
2008,santa fe belgrano,19680,1600
2009,santa fe belgrano,15120,3126
2010,santa fe belgrano,16050,5060
2011,santa fe belgrano,11800,3900
2012,santa fe belgrano,13260,3300
2013,santa fe belgrano,15100,2200
2014,santa fe belgrano,38650,3300
2015,santa fe belgrano,25505,3700
2016,santa fe belgrano,33080,3900
2017,santa fe belgrano,52840,4100
2018,santa fe belgrano,53730,2600
2019,santa fe belgrano,55000,3700
2020,santa fe belgrano,43600,1800
2021,santa fe belgrano,50237,5000
1969,santa fe caseros,68000,1601
1970,santa fe caseros,63500,1969
1971,santa fe caseros,65000,1800
1972,santa fe caseros,82000,1909
1973,santa fe caseros,65000,2100
1974,santa fe caseros,67000,1900
1975,santa fe caseros,74000,2405
1976,santa fe caseros,91000,2308
1977,santa fe caseros,99000,1646
1978,santa fe caseros,98000,2179
1979,santa fe caseros,119000,2311
1980,santa fe caseros,121000,1804
1981,santa fe caseros,149000,2142
1982,santa fe caseros,172000,2300
1983,santa fe caseros,145000,2000
1984,santa fe caseros,107700,2400
1985,santa fe caseros,98500,1624
1986,santa fe caseros,83900,1863
1987,santa fe caseros,95000,2474
1988,santa fe caseros,87000,2184
1989,santa fe caseros,93000,2151
1990,santa fe caseros,91200,2400
1991,santa fe caseros,62500,2101
1992,santa fe caseros,72000,2300
1993,santa fe caseros,79800,1800
1994,santa fe caseros,73700,2000
1995,santa fe caseros,71850,2000
1996,santa fe caseros,93000,2240
1997,santa fe caseros,62500,2181
1998,santa fe caseros,52500,2857
1999,santa fe caseros,61800,3058
2000,santa fe caseros,69000,2000
2001,santa fe caseros,72250,1750
2002,santa fe caseros,55000,2400
2003,santa fe caseros,43500,2700
2004,santa fe caseros,45000,3200
2005,santa fe caseros,36550,3600
2006,santa fe caseros,37000,3400
2007,santa fe caseros,40850,4200
2008,santa fe caseros,10300,1200
2009,santa fe caseros,11450,4341
2010,santa fe caseros,18000,5061
2011,santa fe caseros,16200,4500
2012,santa fe caseros,21533,3200
2013,santa fe caseros,24000,2200
2014,santa fe caseros,35250,3300
2015,santa fe caseros,15160,3700
2016,santa fe caseros,36700,4200
2017,santa fe caseros,39670,4400
2018,santa fe caseros,49405,2800
2019,santa fe caseros,49200,3900
2020,santa fe caseros,44300,2300
2021,santa fe caseros,47500,4800
1969,santa fe castellanos,2000,500
1970,santa fe castellanos,3000,667
1971,santa fe castellanos,28000,714
1972,santa fe castellanos,48000,1083
1973,santa fe castellanos,24600,1979
1974,santa fe castellanos,22000,1009
1975,santa fe castellanos,35000,2029
1976,santa fe castellanos,41000,1585
1977,santa fe castellanos,16000,1500
1978,santa fe castellanos,17000,1500
1979,santa fe castellanos,22000,1450
1980,santa fe castellanos,29000,1793
1981,santa fe castellanos,27000,1500
1982,santa fe castellanos,32000,1406
1983,santa fe castellanos,36000,2000
1984,santa fe castellanos,33000,2200
1985,santa fe castellanos,31900,1787
1986,santa fe castellanos,30600,2212
1987,santa fe castellanos,37000,2415
1988,santa fe castellanos,34000,1265
1989,santa fe castellanos,36700,1199
1990,santa fe castellanos,45000,2000
1991,santa fe castellanos,51000,2900
1992,santa fe castellanos,71000,3200
1993,santa fe castellanos,81700,1650
1994,santa fe castellanos,82000,1600
1995,santa fe castellanos,45000,1100
1996,santa fe castellanos,74000,1600
1997,santa fe castellanos,31500,800
1998,santa fe castellanos,67600,2308
1999,santa fe castellanos,89000,2764
2000,santa fe castellanos,99500,2300
2001,santa fe castellanos,108000,1963
2002,santa fe castellanos,103000,2000
2003,santa fe castellanos,89000,2800
2004,santa fe castellanos,75500,1750
2005,santa fe castellanos,72000,2900
2006,santa fe castellanos,74500,2200
2007,santa fe castellanos,107300,3300
2008,santa fe castellanos,51000,1400
2009,santa fe castellanos,31400,2026
2010,santa fe castellanos,63000,3718
2011,santa fe castellanos,65000,4000
2012,santa fe castellanos,53600,2800
2013,santa fe castellanos,145200,1700
2014,santa fe castellanos,144800,2300
2015,santa fe castellanos,96570,2600
2016,santa fe castellanos,78390,3000
2017,santa fe castellanos,137335,3000
2018,santa fe castellanos,133458,2900
2019,santa fe castellanos,168500,3000
2020,santa fe castellanos,184700,1800
2021,santa fe castellanos,164901,4300
1969,santa fe constitucion,46000,1500
1970,santa fe constitucion,35000,2086
1971,santa fe constitucion,45000,1600
1972,santa fe constitucion,52500,1486
1973,santa fe constitucion,35000,1886
1974,santa fe constitucion,51000,1839
1975,santa fe constitucion,57000,2426
1976,santa fe constitucion,72000,2083
1977,santa fe constitucion,46500,1634
1978,santa fe constitucion,47000,2200
1979,santa fe constitucion,79000,2203
1980,santa fe constitucion,95800,2004
1981,santa fe constitucion,104200,2207
1982,santa fe constitucion,112000,2301
1983,santa fe constitucion,113500,1500
1984,santa fe constitucion,89500,2600
1985,santa fe constitucion,89500,1564
1986,santa fe constitucion,76200,1815
1987,santa fe constitucion,80000,2450
1988,santa fe constitucion,72000,1972
1989,santa fe constitucion,65000,2154
1990,santa fe constitucion,45600,2300
1991,santa fe constitucion,33000,2052
1992,santa fe constitucion,28500,2400
1993,santa fe constitucion,33000,2000
1994,santa fe constitucion,33000,2052
1995,santa fe constitucion,38800,2000
1996,santa fe constitucion,52000,2300
1997,santa fe constitucion,50200,2550
1998,santa fe constitucion,46800,2778
1999,santa fe constitucion,55500,3063
2000,santa fe constitucion,59800,2207
2001,santa fe constitucion,63300,1750
2002,santa fe constitucion,39000,2300
2003,santa fe constitucion,38500,2700
2004,santa fe constitucion,41000,3200
2005,santa fe constitucion,33400,3200
2006,santa fe constitucion,47500,3600
2007,santa fe constitucion,43700,4200
2008,santa fe constitucion,10100,1200
2009,santa fe constitucion,11780,4688
2010,santa fe constitucion,14200,4751
2011,santa fe constitucion,12800,4500
2012,santa fe constitucion,25861,3200
2013,santa fe constitucion,26000,2400
2014,santa fe constitucion,39810,3400
2015,santa fe constitucion,22510,3600
2016,santa fe constitucion,47100,3900
2017,santa fe constitucion,42730,4100
2018,santa fe constitucion,58685,3000
2019,santa fe constitucion,58600,3700
2020,santa fe constitucion,57500,2400
2021,santa fe constitucion,46200,4800
1969,santa fe general lopez,108000,1519
1970,santa fe general lopez,108000,1926
1971,santa fe general lopez,118000,1695
1972,santa fe general lopez,133000,1850
1973,santa fe general lopez,102000,1750
1974,santa fe general lopez,106000,2028
1975,santa fe general lopez,150000,2413
1976,santa fe general lopez,209000,2010
1977,santa fe general lopez,163000,1629
1978,santa fe general lopez,176000,2100
1979,santa fe general lopez,193000,2176
1980,santa fe general lopez,204000,1598
1981,santa fe general lopez,244000,1803
1982,santa fe general lopez,266100,2508
1983,santa fe general lopez,240000,1804
1984,santa fe general lopez,200000,2339
1985,santa fe general lopez,171400,1692
1986,santa fe general lopez,157500,1709
1987,santa fe general lopez,185000,2389
1988,santa fe general lopez,173000,2023
1989,santa fe general lopez,175000,1649
1990,santa fe general lopez,205000,2400
1991,santa fe general lopez,153000,2200
1992,santa fe general lopez,170500,2400
1993,santa fe general lopez,213000,2200
1994,santa fe general lopez,205000,2840
1995,santa fe general lopez,224500,2553
1996,santa fe general lopez,298000,2550
1997,santa fe general lopez,257000,2650
1998,santa fe general lopez,196000,2959
1999,santa fe general lopez,235000,3319
2000,santa fe general lopez,246500,2503
2001,santa fe general lopez,248800,2492
2002,santa fe general lopez,140000,2050
2003,santa fe general lopez,113200,3350
2004,santa fe general lopez,118705,3800
2005,santa fe general lopez,115100,3800
2006,santa fe general lopez,121000,3900
2007,santa fe general lopez,110000,4600
2008,santa fe general lopez,75000,2700
2009,santa fe general lopez,76610,3878
2010,santa fe general lopez,70000,5160
2011,santa fe general lopez,65000,3800
2012,santa fe general lopez,80000,3300
2013,santa fe general lopez,88000,3300
2014,santa fe general lopez,124000,3700
2015,santa fe general lopez,89740,3800
2016,santa fe general lopez,126050,4300
2017,santa fe general lopez,68640,4300
2018,santa fe general lopez,159730,4200
2019,santa fe general lopez,163400,3700
2020,santa fe general lopez,180700,3600
2021,santa fe general lopez,221483,4800
1969,santa fe general obligado,9000,956
1970,santa fe general obligado,8000,1375
1971,santa fe general obligado,12000,1000
1972,santa fe general obligado,8000,1125
1973,santa fe general obligado,5500,1091
1974,santa fe general obligado,2500,1200
1975,santa fe general obligado,2000,1300
1976,santa fe general obligado,3500,900
1977,santa fe general obligado,2800,1200
1978,santa fe general obligado,2000,900
1979,santa fe general obligado,1500,1267
1980,santa fe general obligado,1100,1218
1981,santa fe general obligado,1500,1533
1982,santa fe general obligado,2700,1222
1983,santa fe general obligado,2900,1300
1984,santa fe general obligado,3700,1622
1985,santa fe general obligado,4000,1500
1986,santa fe general obligado,2500,1200
1987,santa fe general obligado,1950,1795
1988,santa fe general obligado,3000,1333
1989,santa fe general obligado,5000,2000
1990,santa fe general obligado,6500,2154
1991,santa fe general obligado,3000,1700
1992,santa fe general obligado,2800,2607
1993,santa fe general obligado,3000,2100
1994,santa fe general obligado,3500,1714
1995,santa fe general obligado,6500,908
1996,santa fe general obligado,6900,1043
1997,santa fe general obligado,8000,1350
1998,santa fe general obligado,10300,1845
1999,santa fe general obligado,12700,1732
2000,santa fe general obligado,20000,1750
2001,santa fe general obligado,28000,1500
2002,santa fe general obligado,40000,1700
2003,santa fe general obligado,33000,1600
2004,santa fe general obligado,29500,1300
2005,santa fe general obligado,24400,1700
2006,santa fe general obligado,18600,1200
2007,santa fe general obligado,17100,1600
2008,santa fe general obligado,25300,1300
2009,santa fe general obligado,23920,1158
2010,santa fe general obligado,25000,2892
2011,santa fe general obligado,29500,1800
2012,santa fe general obligado,18600,2500
2013,santa fe general obligado,36000,1500
2014,santa fe general obligado,57600,1900
2015,santa fe general obligado,43450,2300
2016,santa fe general obligado,34610,2200
2017,santa fe general obligado,37740,1700
2018,santa fe general obligado,38000,2400
2019,santa fe general obligado,38500,2300
2020,santa fe general obligado,33200,1200
2021,santa fe general obligado,50900,1600
1969,santa fe iriondo,44000,1590
1970,santa fe iriondo,43000,1907
1971,santa fe iriondo,53000,1698
1972,santa fe iriondo,57000,1789
1973,santa fe iriondo,43000,2167
1974,santa fe iriondo,46000,1420
1975,santa fe iriondo,54000,2417
1976,santa fe iriondo,74000,2200
1977,santa fe iriondo,68000,1779
1978,santa fe iriondo,68000,2100
1979,santa fe iriondo,72500,2201
1980,santa fe iriondo,82000,1817
1981,santa fe iriondo,93000,1785
1982,santa fe iriondo,99000,2300
1983,santa fe iriondo,86600,2318
1984,santa fe iriondo,64500,2560
1985,santa fe iriondo,89700,1750
1986,santa fe iriondo,77900,1763
1987,santa fe iriondo,85000,2071
1988,santa fe iriondo,88000,2159
1989,santa fe iriondo,82000,1854
1990,santa fe iriondo,81500,2000
1991,santa fe iriondo,52000,2300
1992,santa fe iriondo,52000,2900
1993,santa fe iriondo,63000,2200
1994,santa fe iriondo,63000,2051
1995,santa fe iriondo,62600,1751
1996,santa fe iriondo,69000,2400
1997,santa fe iriondo,40600,1500
1998,santa fe iriondo,42600,2347
1999,santa fe iriondo,53000,3113
2000,santa fe iriondo,51550,2000
2001,santa fe iriondo,56500,1900
2002,santa fe iriondo,41000,2300
2003,santa fe iriondo,37000,3200
2004,santa fe iriondo,34500,3200
2005,santa fe iriondo,30800,3500
