year,province,municipality,name,production [t],harvested area [ha],yield [kg/ha]
1973,buenos aires,azul,buenos aires azul,27100,14250,1902
1974,buenos aires,azul,buenos aires azul,35550,17775,2000
1975,buenos aires,azul,buenos aires azul,59400,33000,1800
1976,buenos aires,azul,buenos aires azul,70560,39200,1800
1977,buenos aires,azul,buenos aires azul,24000,19200,1250
1978,buenos aires,azul,buenos aires azul,54600,26000,2100
1979,buenos aires,azul,buenos aires azul,27100,22720,1193
1980,buenos aires,azul,buenos aires azul,58000,34000,1706
1981,buenos aires,azul,buenos aires azul,96000,60000,1600
1982,buenos aires,azul,buenos aires azul,165000,61100,2700
1983,buenos aires,azul,buenos aires azul,144000,58000,2483
1984,buenos aires,azul,buenos aires azul,158400,48000,3300
1985,buenos aires,azul,buenos aires azul,84000,60000,1400
1986,buenos aires,azul,buenos aires azul,117600,56000,2100
1987,buenos aires,azul,buenos aires azul,92800,45000,2062
1988,buenos aires,azul,buenos aires azul,121000,42000,2881
1989,buenos aires,azul,buenos aires azul,88000,40000,2200
1990,buenos aires,azul,buenos aires azul,126300,54900,2301
1991,buenos aires,azul,buenos aires azul,130300,54300,2400
1992,buenos aires,azul,buenos aires azul,128700,49500,2600
1993,buenos aires,azul,buenos aires azul,141700,54500,2600
1994,buenos aires,azul,buenos aires azul,169400,60500,2800
1995,buenos aires,azul,buenos aires azul,99000,55000,1800
1996,buenos aires,azul,buenos aires azul,241200,77800,3100
1997,buenos aires,azul,buenos aires azul,242700,66500,3650
1998,buenos aires,azul,buenos aires azul,158000,59500,2655
1999,buenos aires,azul,buenos aires azul,210000,67000,3134
2000,buenos aires,azul,buenos aires azul,252000,72000,3500
2001,buenos aires,azul,buenos aires azul,215000,70800,3037
2002,buenos aires,azul,buenos aires azul,139150,60500,2300
2003,buenos aires,azul,buenos aires azul,256250,62500,4100
2004,buenos aires,azul,buenos aires azul,240630,61700,3900
2005,buenos aires,azul,buenos aires azul,241500,57500,4200
2006,buenos aires,azul,buenos aires azul,246400,56000,4400
2007,buenos aires,azul,buenos aires azul,80550,44500,1810
2008,buenos aires,azul,buenos aires azul,129600,43140,3004
2009,buenos aires,azul,buenos aires azul,156172,33335,4685
2010,buenos aires,azul,buenos aires azul,169140,33095,5111
2011,buenos aires,azul,buenos aires azul,144150,29390,4905
2012,buenos aires,azul,buenos aires azul,68910,19200,3589
2013,buenos aires,azul,buenos aires azul,128675,25000,5147
2014,buenos aires,azul,buenos aires azul,118910,32300,3681
2015,buenos aires,azul,buenos aires azul,129711,31680,4094
2016,buenos aires,azul,buenos aires azul,162564,42780,3800
2017,buenos aires,azul,buenos aires azul,189924,45220,4200
2018,buenos aires,azul,buenos aires azul,174324,43546,4003
2019,buenos aires,azul,buenos aires azul,177120,52000,3406
2020,buenos aires,azul,buenos aires azul,272424,59180,4603
2021,buenos aires,azul,buenos aires azul,189316,45119,4196
1969,buenos aires,bahia blanca,buenos aires bahia blanca,122500,98000,1250
1970,buenos aires,bahia blanca,buenos aires bahia blanca,46000,60000,767
1971,buenos aires,bahia blanca,buenos aires bahia blanca,89000,85000,1047
1972,buenos aires,bahia blanca,buenos aires bahia blanca,119000,82000,1451
1973,buenos aires,bahia blanca,buenos aires bahia blanca,80000,77000,1039
1974,buenos aires,bahia blanca,buenos aires bahia blanca,55000,61200,899
1975,buenos aires,bahia blanca,buenos aires bahia blanca,51300,57000,900
1976,buenos aires,bahia blanca,buenos aires bahia blanca,155060,85500,1814
1977,buenos aires,bahia blanca,buenos aires bahia blanca,41000,47000,872
1978,buenos aires,bahia blanca,buenos aires bahia blanca,103300,72000,1435
1979,buenos aires,bahia blanca,buenos aires bahia blanca,54000,54000,1000
1980,buenos aires,bahia blanca,buenos aires bahia blanca,86200,52000,1658
1981,buenos aires,bahia blanca,buenos aires bahia blanca,30000,50000,600
1982,buenos aires,bahia blanca,buenos aires bahia blanca,141000,83000,1699
1983,buenos aires,bahia blanca,buenos aires bahia blanca,139100,91000,1529
1984,buenos aires,bahia blanca,buenos aires bahia blanca,134000,66800,2006
1985,buenos aires,bahia blanca,buenos aires bahia blanca,125780,66200,1900
1986,buenos aires,bahia blanca,buenos aires bahia blanca,71000,61000,1164
1987,buenos aires,bahia blanca,buenos aires bahia blanca,90000,60000,1500
1988,buenos aires,bahia blanca,buenos aires bahia blanca,40000,37000,1081
1989,buenos aires,bahia blanca,buenos aires bahia blanca,55000,43000,1279
1990,buenos aires,bahia blanca,buenos aires bahia blanca,56700,42000,1350
1991,buenos aires,bahia blanca,buenos aires bahia blanca,53200,38000,1400
1992,buenos aires,bahia blanca,buenos aires bahia blanca,72000,36000,2000
1993,buenos aires,bahia blanca,buenos aires bahia blanca,72000,40000,1800
1994,buenos aires,bahia blanca,buenos aires bahia blanca,58800,42000,1400
1995,buenos aires,bahia blanca,buenos aires bahia blanca,7800,19500,400
1996,buenos aires,bahia blanca,buenos aires bahia blanca,78650,65500,1201
1997,buenos aires,bahia blanca,buenos aires bahia blanca,112150,53500,2096
1998,buenos aires,bahia blanca,buenos aires bahia blanca,42000,52300,803
1999,buenos aires,bahia blanca,buenos aires bahia blanca,58000,49400,1174
2000,buenos aires,bahia blanca,buenos aires bahia blanca,79000,45500,1736
2001,buenos aires,bahia blanca,buenos aires bahia blanca,96000,52000,1846
2002,buenos aires,bahia blanca,buenos aires bahia blanca,85850,50500,1700
2003,buenos aires,bahia blanca,buenos aires bahia blanca,51050,42500,1201
2004,buenos aires,bahia blanca,buenos aires bahia blanca,107525,49500,2172
2005,buenos aires,bahia blanca,buenos aires bahia blanca,22690,35500,639
2006,buenos aires,bahia blanca,buenos aires bahia blanca,44800,39000,1149
2007,buenos aires,bahia blanca,buenos aires bahia blanca,58795,31800,1849
2008,buenos aires,bahia blanca,buenos aires bahia blanca,10684,15945,670
2009,buenos aires,bahia blanca,buenos aires bahia blanca,10642,15360,693
2010,buenos aires,bahia blanca,buenos aires bahia blanca,23931,17300,1383
2011,buenos aires,bahia blanca,buenos aires bahia blanca,12795,11900,1075
2012,buenos aires,bahia blanca,buenos aires bahia blanca,8624,6634,1300
2013,buenos aires,bahia blanca,buenos aires bahia blanca,33810,16100,2100
2014,buenos aires,bahia blanca,buenos aires bahia blanca,26418,15540,1700
2015,buenos aires,bahia blanca,buenos aires bahia blanca,22048,8480,2600
2016,buenos aires,bahia blanca,buenos aires bahia blanca,28006,14740,1900
2017,buenos aires,bahia blanca,buenos aires bahia blanca,19692,10940,1800
2018,buenos aires,bahia blanca,buenos aires bahia blanca,33600,12000,2800
2019,buenos aires,bahia blanca,buenos aires bahia blanca,13192,10148,1300
2020,buenos aires,bahia blanca,buenos aires bahia blanca,35200,16000,2200
2021,buenos aires,bahia blanca,buenos aires bahia blanca,12896,10747,1200
1969,buenos aires,balcarce,buenos aires balcarce,137000,62000,2210
1970,buenos aires,balcarce,buenos aires balcarce,137000,60000,2283
1971,buenos aires,balcarce,buenos aires balcarce,139800,64000,2184
1972,buenos aires,balcarce,buenos aires balcarce,153800,63000,2441
1973,buenos aires,balcarce,buenos aires balcarce,115000,49000,2347
1974,buenos aires,balcarce,buenos aires balcarce,120000,60000,2000
1975,buenos aires,balcarce,buenos aires balcarce,121000,55000,2200
1976,buenos aires,balcarce,buenos aires balcarce,69100,39500,1749
1977,buenos aires,balcarce,buenos aires balcarce,53000,35800,1480
1978,buenos aires,balcarce,buenos aires balcarce,80000,30500,2623
1979,buenos aires,balcarce,buenos aires balcarce,45000,30000,1500
1980,buenos aires,balcarce,buenos aires balcarce,66000,31700,2082
1981,buenos aires,balcarce,buenos aires balcarce,57000,31700,1798
1982,buenos aires,balcarce,buenos aires balcarce,133000,43000,3093
1983,buenos aires,balcarce,buenos aires balcarce,98970,48000,2062
1984,buenos aires,balcarce,buenos aires balcarce,103500,34500,3000
1985,buenos aires,balcarce,buenos aires balcarce,90000,45000,2000
1986,buenos aires,balcarce,buenos aires balcarce,120800,45700,2643
1987,buenos aires,balcarce,buenos aires balcarce,98000,45000,2178
1988,buenos aires,balcarce,buenos aires balcarce,181300,51800,3500
1989,buenos aires,balcarce,buenos aires balcarce,119000,48800,2439
1990,buenos aires,balcarce,buenos aires balcarce,136100,64800,2100
1991,buenos aires,balcarce,buenos aires balcarce,132400,57550,2301
1992,buenos aires,balcarce,buenos aires balcarce,136500,52500,2600
1993,buenos aires,balcarce,buenos aires balcarce,142700,57100,2499
1994,buenos aires,balcarce,buenos aires balcarce,177110,62950,2814
1995,buenos aires,balcarce,buenos aires balcarce,158700,61000,2602
1996,buenos aires,balcarce,buenos aires balcarce,232470,72700,3198
1997,buenos aires,balcarce,buenos aires balcarce,247100,67600,3655
1998,buenos aires,balcarce,buenos aires balcarce,200000,76200,2625
1999,buenos aires,balcarce,buenos aires balcarce,269000,83400,3225
2000,buenos aires,balcarce,buenos aires balcarce,300000,87600,3425
2001,buenos aires,balcarce,buenos aires balcarce,270000,89200,3027
2002,buenos aires,balcarce,buenos aires balcarce,175260,76500,2291
2003,buenos aires,balcarce,buenos aires balcarce,330780,78700,4203
2004,buenos aires,balcarce,buenos aires balcarce,305570,78350,3900
2005,buenos aires,balcarce,buenos aires balcarce,306500,71280,4300
2006,buenos aires,balcarce,buenos aires balcarce,303450,69400,4372
2007,buenos aires,balcarce,buenos aires balcarce,182020,62600,2908
2008,buenos aires,balcarce,buenos aires balcarce,194580,57130,3406
2009,buenos aires,balcarce,buenos aires balcarce,204471,47295,4323
2010,buenos aires,balcarce,buenos aires balcarce,213923,40020,5345
2011,buenos aires,balcarce,buenos aires balcarce,199178,35655,5586
2012,buenos aires,balcarce,buenos aires balcarce,59218,13430,4409
2013,buenos aires,balcarce,buenos aires balcarce,87720,16800,5221
2014,buenos aires,balcarce,buenos aires balcarce,112020,31200,3590
2015,buenos aires,balcarce,buenos aires balcarce,51333,10755,4773
2016,buenos aires,balcarce,buenos aires balcarce,134680,36400,3700
2017,buenos aires,balcarce,buenos aires balcarce,170280,38700,4400
2018,buenos aires,balcarce,buenos aires balcarce,202822,46096,4400
2019,buenos aires,balcarce,buenos aires balcarce,168450,41000,4109
2020,buenos aires,balcarce,buenos aires balcarce,244462,49684,4920
2021,buenos aires,balcarce,buenos aires balcarce,146880,30580,4803
1969,buenos aires,baradero,buenos aires baradero,20300,14500,1400
1970,buenos aires,baradero,buenos aires baradero,29000,12900,2248
1971,buenos aires,baradero,buenos aires baradero,20640,12900,1600
1972,buenos aires,baradero,buenos aires baradero,28900,13750,2102
1973,buenos aires,baradero,buenos aires baradero,9730,6950,1400
1974,buenos aires,baradero,buenos aires baradero,16000,8000,2000
1975,buenos aires,baradero,buenos aires baradero,14000,7000,2000
1976,buenos aires,baradero,buenos aires baradero,13090,7700,1700
1977,buenos aires,baradero,buenos aires baradero,10000,5600,1786
1978,buenos aires,baradero,buenos aires baradero,12200,6100,2000
1979,buenos aires,baradero,buenos aires baradero,11100,5300,2094
1980,buenos aires,baradero,buenos aires baradero,31000,15000,2067
1981,buenos aires,baradero,buenos aires baradero,37000,18000,2056
1982,buenos aires,baradero,buenos aires baradero,59400,18000,3300
1983,buenos aires,baradero,buenos aires baradero,28390,16700,1700
1984,buenos aires,baradero,buenos aires baradero,33600,16000,2100
1985,buenos aires,baradero,buenos aires baradero,23700,15800,1500
1986,buenos aires,baradero,buenos aires baradero,28000,14700,1905
1987,buenos aires,baradero,buenos aires baradero,25400,14000,1814
1988,buenos aires,baradero,buenos aires baradero,16500,7500,2200
1989,buenos aires,baradero,buenos aires baradero,13500,5500,2455
1990,buenos aires,baradero,buenos aires baradero,12600,7000,1800
1991,buenos aires,baradero,buenos aires baradero,6100,2900,2103
1992,buenos aires,baradero,buenos aires baradero,8100,3000,2700
1993,buenos aires,baradero,buenos aires baradero,13100,7700,1701
1994,buenos aires,baradero,buenos aires baradero,22200,7400,3000
1995,buenos aires,baradero,buenos aires baradero,25700,8700,2954
1996,buenos aires,baradero,buenos aires baradero,49000,24500,2000
1997,buenos aires,baradero,buenos aires baradero,45900,17000,2700
1998,buenos aires,baradero,buenos aires baradero,39000,12500,3120
1999,buenos aires,baradero,buenos aires baradero,41000,13500,3037
2000,buenos aires,baradero,buenos aires baradero,27300,13000,2100
2001,buenos aires,baradero,buenos aires baradero,22000,14500,1517
2002,buenos aires,baradero,buenos aires baradero,15000,10000,1500
2003,buenos aires,baradero,buenos aires baradero,24450,8150,3000
2004,buenos aires,baradero,buenos aires baradero,23700,7900,3000
2005,buenos aires,baradero,buenos aires baradero,25410,7700,3300
2006,buenos aires,baradero,buenos aires baradero,47550,12850,3700
2007,buenos aires,baradero,buenos aires baradero,55020,13100,4200
2008,buenos aires,baradero,buenos aires baradero,14705,8650,1700
2009,buenos aires,baradero,buenos aires baradero,19660,4700,4183
2010,buenos aires,baradero,buenos aires baradero,17783,4100,4337
2011,buenos aires,baradero,buenos aires baradero,19140,4350,4400
2012,buenos aires,baradero,buenos aires baradero,10440,3600,2900
2013,buenos aires,baradero,buenos aires baradero,15800,3950,4000
2014,buenos aires,baradero,buenos aires baradero,17500,5000,3500
2015,buenos aires,baradero,buenos aires baradero,18040,4400,4100
2016,buenos aires,baradero,buenos aires baradero,52159,12130,4300
2017,buenos aires,baradero,buenos aires baradero,86172,20040,4300
2018,buenos aires,baradero,buenos aires baradero,81330,18914,4300
2019,buenos aires,baradero,buenos aires baradero,50000,12500,4000
2020,buenos aires,baradero,buenos aires baradero,46800,12000,3900
2021,buenos aires,baradero,buenos aires baradero,134185,28550,4700
1969,buenos aires,benito juarez,buenos aires benito juarez,70300,38000,1850
1970,buenos aires,benito juarez,buenos aires benito juarez,60000,41000,1463
1971,buenos aires,benito juarez,buenos aires benito juarez,42900,33000,1300
1972,buenos aires,benito juarez,buenos aires benito juarez,64000,34000,1882
1973,buenos aires,benito juarez,buenos aires benito juarez,54800,30400,1803
1974,buenos aires,benito juarez,buenos aires benito juarez,61150,30565,2001
1975,buenos aires,benito juarez,buenos aires benito juarez,68650,45100,1522
1976,buenos aires,benito juarez,buenos aires benito juarez,62400,39000,1600
1977,buenos aires,benito juarez,buenos aires benito juarez,44000,33800,1302
1978,buenos aires,benito juarez,buenos aires benito juarez,70000,35000,2000
1979,buenos aires,benito juarez,buenos aires benito juarez,24000,26000,923
1980,buenos aires,benito juarez,buenos aires benito juarez,42000,26000,1615
1981,buenos aires,benito juarez,buenos aires benito juarez,71500,55000,1300
1982,buenos aires,benito juarez,buenos aires benito juarez,150000,60000,2500
1983,buenos aires,benito juarez,buenos aires benito juarez,126000,60000,2100
1984,buenos aires,benito juarez,buenos aires benito juarez,135000,45000,3000
1985,buenos aires,benito juarez,buenos aires benito juarez,85000,61000,1393
1986,buenos aires,benito juarez,buenos aires benito juarez,112600,56000,2011
1987,buenos aires,benito juarez,buenos aires benito juarez,104500,55000,1900
1988,buenos aires,benito juarez,buenos aires benito juarez,85000,50000,1700
1989,buenos aires,benito juarez,buenos aires benito juarez,90000,47000,1915
1990,buenos aires,benito juarez,buenos aires benito juarez,62400,32800,1902
1991,buenos aires,benito juarez,buenos aires benito juarez,82500,34400,2398
1992,buenos aires,benito juarez,buenos aires benito juarez,75800,31500,2406
1993,buenos aires,benito juarez,buenos aires benito juarez,65100,29580,2201
1994,buenos aires,benito juarez,buenos aires benito juarez,80600,31000,2600
1995,buenos aires,benito juarez,buenos aires benito juarez,93600,39000,2400
1996,buenos aires,benito juarez,buenos aires benito juarez,151600,58300,2600
1997,buenos aires,benito juarez,buenos aires benito juarez,161630,50440,3204
1998,buenos aires,benito juarez,buenos aires benito juarez,100000,41500,2410
1999,buenos aires,benito juarez,buenos aires benito juarez,136200,46300,2942
2000,buenos aires,benito juarez,buenos aires benito juarez,163000,51090,3190
2001,buenos aires,benito juarez,buenos aires benito juarez,138000,48100,2869
2002,buenos aires,benito juarez,buenos aires benito juarez,87080,40500,2150
2003,buenos aires,benito juarez,buenos aires benito juarez,205200,51300,4000
2004,buenos aires,benito juarez,buenos aires benito juarez,177600,48000,3700
2005,buenos aires,benito juarez,buenos aires benito juarez,160380,44550,3600
2006,buenos aires,benito juarez,buenos aires benito juarez,167960,44200,3800
2007,buenos aires,benito juarez,buenos aires benito juarez,66600,37000,1800
2008,buenos aires,benito juarez,buenos aires benito juarez,112230,38695,2900
2009,buenos aires,benito juarez,buenos aires benito juarez,114709,30490,3762
2010,buenos aires,benito juarez,buenos aires benito juarez,168792,33700,5009
2011,buenos aires,benito juarez,buenos aires benito juarez,157410,29700,5300
2012,buenos aires,benito juarez,buenos aires benito juarez,4883,1285,3800
2013,buenos aires,benito juarez,buenos aires benito juarez,36400,7000,5200
2014,buenos aires,benito juarez,buenos aires benito juarez,53640,14900,3600
2015,buenos aires,benito juarez,buenos aires benito juarez,100152,25680,3900
2016,buenos aires,benito juarez,buenos aires benito juarez,95336,28040,3400
2017,buenos aires,benito juarez,buenos aires benito juarez,125496,29880,4200
2018,buenos aires,benito juarez,buenos aires benito juarez,144168,36002,4004
2019,buenos aires,benito juarez,buenos aires benito juarez,105740,31000,3411
2020,buenos aires,benito juarez,buenos aires benito juarez,177275,40099,4421
