model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
HMC,1994,9,1994,9,-40.0,-67.5,2.0005202,8.045404052734398
HMC,1994,9,1994,9,-40.0,-65.0,0.9977792,11.507196044921898
HMC,1994,9,1994,9,-40.0,-62.5,0.8613599,11.310937500000023
HMC,1994,9,1994,9,-40.0,-60.0,0.99084234,10.282586669921898
HMC,1994,9,1994,9,-40.0,-57.5,0.867586,8.850000000000023
HMC,1994,9,1994,9,-40.0,-55.0,1.00683,8.800744628906273
HMC,1994,9,1994,9,-37.5,-67.5,1.6900492,9.763269042968773
HMC,1994,9,1994,9,-37.5,-65.0,0.85056067,12.470941162109398
HMC,1994,9,1994,9,-37.5,-62.5,1.2263446,11.812341308593773
HMC,1994,9,1994,9,-37.5,-60.0,1.5500379,11.454858398437523
HMC,1994,9,1994,9,-37.5,-57.5,1.2565999,11.175683593750023
HMC,1994,9,1994,9,-37.5,-55.0,0.9709768,10.351525878906273
HMC,1994,9,1994,9,-35.0,-67.5,2.4795713,9.595147705078148
HMC,1994,9,1994,9,-35.0,-65.0,1.0090497,13.156976318359398
HMC,1994,9,1994,9,-35.0,-62.5,0.9446019,13.205316162109398
HMC,1994,9,1994,9,-35.0,-60.0,1.2184267,13.157952880859398
HMC,1994,9,1994,9,-35.0,-57.5,1.4739721,13.031549072265648
HMC,1994,9,1994,9,-35.0,-55.0,1.4973395,12.335412597656273
HMC,1994,9,1994,9,-32.5,-67.5,3.1689806,9.907769775390648
HMC,1994,9,1994,9,-32.5,-65.0,1.925505,13.003381347656273
HMC,1994,9,1994,9,-32.5,-62.5,1.1482086,14.366387939453148
HMC,1994,9,1994,9,-32.5,-60.0,1.0171194,15.128564453125023
HMC,1994,9,1994,9,-32.5,-57.5,1.5487607,14.541467285156273
HMC,1994,9,1994,9,-32.5,-55.0,2.586181,13.833367919921898
HMC,1994,9,1994,9,-30.0,-67.5,3.867724,9.466577148437523
HMC,1994,9,1994,9,-30.0,-65.0,1.8591572,14.793542480468773
HMC,1994,9,1994,9,-30.0,-62.5,1.3372335,16.282830810546898
HMC,1994,9,1994,9,-30.0,-60.0,1.5220356,16.666955566406273
HMC,1994,9,1994,9,-30.0,-57.5,2.031149,16.346917724609398
HMC,1994,9,1994,9,-30.0,-55.0,3.4356265,15.418664550781273
HMC,1994,9,1994,10,-45.0,-67.5,2.193768,10.928125000000023
HMC,1994,9,1994,10,-45.0,-65.0,0.56435823,10.677728271484398
HMC,1994,9,1994,10,-45.0,-62.5,0.6057694,9.556726074218773
HMC,1994,9,1994,10,-45.0,-60.0,0.66217303,8.029687500000023
HMC,1994,9,1994,10,-45.0,-57.5,0.8083062,7.804010009765648
HMC,1994,9,1994,10,-45.0,-55.0,1.4322996,9.028649902343773
HMC,1994,9,1994,10,-42.5,-67.5,3.0221844,9.373803710937523
HMC,1994,9,1994,10,-42.5,-65.0,1.2465023,12.694726562500023
HMC,1994,9,1994,10,-42.5,-62.5,0.6492173,11.399407958984398
HMC,1994,9,1994,10,-42.5,-60.0,0.67024535,9.754479980468773
HMC,1994,9,1994,10,-42.5,-57.5,0.7911302,8.523156738281273
HMC,1994,9,1994,10,-42.5,-55.0,1.3363014,9.814385986328148
HMC,1994,9,1994,10,-40.0,-67.5,2.2140133,12.131433105468773
HMC,1994,9,1994,10,-40.0,-65.0,1.2455251,15.939172363281273
HMC,1994,9,1994,10,-40.0,-62.5,0.8825669,14.698083496093773
HMC,1994,9,1994,10,-40.0,-60.0,0.88224506,12.358239746093773
HMC,1994,9,1994,10,-40.0,-57.5,0.9097735,10.576867675781273
HMC,1994,9,1994,10,-40.0,-55.0,1.1353443,10.297296142578148
HMC,1994,9,1994,10,-37.5,-67.5,2.2201288,14.123254394531273
HMC,1994,9,1994,10,-37.5,-65.0,1.0968904,17.255426025390648
HMC,1994,9,1994,10,-37.5,-62.5,1.4408612,16.337731933593773
HMC,1994,9,1994,10,-37.5,-60.0,1.865208,15.558801269531273
HMC,1994,9,1994,10,-37.5,-57.5,1.4464295,14.325585937500023
HMC,1994,9,1994,10,-37.5,-55.0,1.0068069,12.458795166015648
HMC,1994,9,1994,10,-35.0,-67.5,3.4015217,13.722497558593773
HMC,1994,9,1994,10,-35.0,-65.0,1.372031,18.022546386718773
HMC,1994,9,1994,10,-35.0,-62.5,1.4345487,17.871423339843773
HMC,1994,9,1994,10,-35.0,-60.0,1.5284343,17.667749023437523
HMC,1994,9,1994,10,-35.0,-57.5,1.4712453,17.037591552734398
HMC,1994,9,1994,10,-35.0,-55.0,1.4665962,15.127313232421898
HMC,1994,9,1994,10,-32.5,-67.5,4.689922,13.840234375000023
HMC,1994,9,1994,10,-32.5,-65.0,3.0763774,17.520593261718773
HMC,1994,9,1994,10,-32.5,-62.5,2.0681376,18.906457519531273
HMC,1994,9,1994,10,-32.5,-60.0,1.5181153,19.808099365234398
HMC,1994,9,1994,10,-32.5,-57.5,1.907975,18.927575683593773
HMC,1994,9,1994,10,-32.5,-55.0,2.750982,17.760583496093773
HMC,1994,9,1994,10,-30.0,-67.5,6.6118813,12.736138916015648
HMC,1994,9,1994,10,-30.0,-65.0,3.4475226,19.136712646484398
HMC,1994,9,1994,10,-30.0,-62.5,2.3431778,20.850579833984398
HMC,1994,9,1994,10,-30.0,-60.0,1.78648,21.367578125000023
HMC,1994,9,1994,10,-30.0,-57.5,1.995319,20.802117919921898
HMC,1994,9,1994,10,-30.0,-55.0,2.977104,19.311486816406273
HMC,1994,9,1994,11,-45.0,-67.5,2.6212692,13.664697265625023
HMC,1994,9,1994,11,-45.0,-65.0,0.63854814,12.811395263671898
HMC,1994,9,1994,11,-45.0,-62.5,0.5607469,11.691857910156273
HMC,1994,9,1994,11,-45.0,-60.0,0.5565047,9.936975097656273
HMC,1994,9,1994,11,-45.0,-57.5,0.81791705,9.743737792968773
HMC,1994,9,1994,11,-45.0,-55.0,1.2049277,10.936730957031273
HMC,1994,9,1994,11,-42.5,-67.5,3.862059,12.069635009765648
HMC,1994,9,1994,11,-42.5,-65.0,1.2820761,15.480523681640648
HMC,1994,9,1994,11,-42.5,-62.5,0.49461395,13.596002197265648
HMC,1994,9,1994,11,-42.5,-60.0,0.5719929,11.971154785156273
HMC,1994,9,1994,11,-42.5,-57.5,0.68542457,10.587365722656273
HMC,1994,9,1994,11,-42.5,-55.0,1.1993852,11.873223876953148
HMC,1994,9,1994,11,-40.0,-67.5,1.8015754,15.781457519531273
HMC,1994,9,1994,11,-40.0,-65.0,0.970261,20.000360107421898
HMC,1994,9,1994,11,-40.0,-62.5,0.8513216,18.280694580078148
HMC,1994,9,1994,11,-40.0,-60.0,0.96529275,15.110742187500023
HMC,1994,9,1994,11,-40.0,-57.5,1.1676493,13.024652099609398
HMC,1994,9,1994,11,-40.0,-55.0,1.3070091,12.603967285156273
HMC,1994,9,1994,11,-37.5,-67.5,1.7585421,18.174279785156273
HMC,1994,9,1994,11,-37.5,-65.0,1.0094333,21.826043701171898
HMC,1994,9,1994,11,-37.5,-62.5,1.485858,21.316369628906273
HMC,1994,9,1994,11,-37.5,-60.0,2.0106912,20.221154785156273
HMC,1994,9,1994,11,-37.5,-57.5,1.7391078,18.098718261718773
HMC,1994,9,1994,11,-37.5,-55.0,1.3874187,15.275476074218773
HMC,1994,9,1994,11,-35.0,-67.5,4.100381,17.213830566406273
HMC,1994,9,1994,11,-35.0,-65.0,1.5467522,22.867730712890648
HMC,1994,9,1994,11,-35.0,-62.5,1.5689237,23.247674560546898
HMC,1994,9,1994,11,-35.0,-60.0,1.7011343,22.871850585937523
HMC,1994,9,1994,11,-35.0,-57.5,1.7025452,21.557366943359398
